ticker,name,sector,market_cap,EPS,PE_ratio,ROE,PB_ratio,div_payout_ratio,PS_ratio,FCF,divident_yield,debt_equity,earnings_growth
MCG.JO,MultiChoice Group Ltd,Communication Services,5115004583936.0,2.447,4878.2183,0.31847998,426.29095,2.3347,94.45294,21525250048.0,0.0464,183.038,
MCZ.JO,MC Mining Limited,Energy,19148079104.0,-1.233,,-0.11522,178.41727,0.0,924.9386,3198375.0,,25.246,
MDI.JO,Master Drilling Grp Ltd,Industrials,180002979840.0,0.793,1500.6305,0.04698,1114.2323,0.0,1306.8418,15176591.0,,24.446,
MEI.JO,Mediclinic Int plc,Healthcare,5112787369984.0,3.428,2023.0455,0.04341,1682.0276,0.0,1615.4147,227175008.0,,81.424,
MFL.JO,Metrofile Holdings Ltd,Industrials,144855793664.0,0.312,1070.5128,0.26347,259.31677,0.44939998,155.18074,178552128.0,0.0466,104.157,
MHB.JO,Mahube Infrastructure Ltd,Financial Services,28954275840.0,0.289,1816.609,0.026199998,48.129814,1.7330999,4535444,-30082050.0,0.090299994,0.149,
MIX.JO,Mix Telematics Ltd,Technology,428143116288.0,0.39,1810.2565,0.116960004,3137.7778,0.35970002,3070.8655,14593000.0,0.0202,6.337,
MKR.JO,Montauk Renewables Inc,Utilities,2213935579136.0,-0.853,,-0.04572,12712.551,0.0,17203.365,20641750.0,,34.637,
MLI.JO,Industrials REIT Limited,Real Estate,1215485444096.0,5.045,828.5431,0.18832001,2623.9797,0.2365,24098.605,52111248.0,0.033800002,32.23,
MMP.JO,Marshall Monteagle plc,Industrials,86058000384.0,0.784,3061.2246,0.04344,982.801,0.18110001,647.3203,467250.0,0.0274,21.268,
MNP.JO,Mondi plc,Basic Materials,18760350040064.0,21.5,1797.0698,0.13258,4417.6763,0.758,2743.5435,391375008.0,0.026600001,49.525,
MPT.JO,Mpact Limited,Consumer Cyclical,514606563328.0,3.037,1157.3922,0.14389,144.081,0.1408,43.165173,687437504.0,,52.653,
MRF.JO,Merafe Resources Ltd,Basic Materials,326391005184.0,0.213,610.3286,0.20688,114.1352,0.0,52.74476,751587136.0,0.0588,0.6,
MRP.JO,Mr Price Group Ltd,Consumer Cyclical,5285526110208.0,11.493,1793.3524,0.2888,483.83765,0.5818,204.57198,2098562560.0,0.0475,59.061,
MSM.JO,Massmart Holdings Ltd,Consumer Cyclical,1391532703744.0,-7.7,,-0.59835,792.06683,0.0,15.69861,29637500.0,,1100.758,
MSP.JO,MAS P.L.C,Real Estate,1506912763904.0,1.821,1174.6294,0.07903,1733.3875,0.0,33218.984,247171120.0,0.048499998,46.9,2.59
MST.JO,Mustek Ltd,Technology,85521997824.0,4.245,330.2709,0.23864001,68.5206,0.0612,10.642994,314577888.0,0.0677,88.775,
MTA.JO,Metair Investments Ltd,Consumer Cyclical,529778999296.0,3.723,738.383,0.18115999,135.89401,0.2016,43.110596,609287360.0,0.028199999,56.87,
MTH.JO,Motus Holdings Ltd,Consumer Cyclical,2052873781248.0,11.1,983.4234,0.17402,171.12668,0.1441,23.54078,8257874944.0,0.0383,99.301,1.4
MTM.JO,Momentum Met Hldgs Ltd,Financial Services,2853494849536.0,0.313,6408.946,0.02422,138.28761,0.79870003,26.571327,-19672000512.0,0.015700001,51.617,3.4
MTN.JO,MTN Group Ltd,Communication Services,29413485838336.0,4.135,3954.0505,0.099589996,275.54477,0.0,161.57527,34469249024.0,,127.584,
MTNZF.JO,MTN Zakhele Futhi,Financial Services,382962958336.0,-0.286,,-0.056789998,113.355736,0.0,Infinity,-39305500.0,,28.906,
,,,,,,,,,,,,,
MUR.JO,Murray & Roberts Hldgs,Industrials,550715064320.0,-0.45,,0.0166,111.014534,0.0,25.167837,1187800064.0,,60.433,108.55
N91.JO,Ninety One Plc,Financial Services,3459788308480.0,4.283,1297.4551,0.7268,17585.441,0.626,5272.46,1846412544.0,0.047,38.703,
NCS.JO,Nictus Ltd,Consumer Cyclical,4809914880.0,0.109,825.6881,0.057210002,46.923878,0.4591,95.32512,-17310750.0,0.0556,9.116,
NED.JO,Nedbank Group Ltd,Financial Services,8857093931008.0,15.076,1210.3342,0.082159996,93.86462,0.0,193.23022,,0.048,,
NFP.JO,New Frontier Prop Ltd,Real Estate,3235265024.0,-0.164,,,,0.0,287.01782,-1862750.0,,,
NPH.JO,Northam Platinum Hldgs Ltd,Basic Materials,7457665449984.0,25.235,815.8906,0.65465,378.82944,0.0,228.57402,6707767808.0,,49.925,0.71
NPK.JO,Nampak Ltd,Consumer Cyclical,245382725632.0,0.321,1183.8005,0.088640004,50.815723,0.0,17.579575,233612496.0,,169.003,
NPKP.JO,Nampak Ltd 6%Pref,Consumer Cyclical,,0.321,373.83176,0.088640004,16.047071,,,233612496.0,0.05,169.003,
NPN.JO,Naspers Ltd -N-,Communication Services,54226642272256.0,561.077,450.67786,0.44219002,4213.3633,0.010299999,7733.4062,1814125056.0,0.0026,20.017,
,,,,,,,,,,,,,
NRL.JO,Newpark REIT Ltd,Real Estate,37900001280.0,0.464,816.81036,0.053239997,43.289547,0.8586,354.1328,20768376.0,0.114300005,54.571,
NRP.JO,NEPI Rockcastle Plc,Real Estate,6504066842624.0,4.463,2393.0093,0.041020002,1755.1356,0.71129996,12768.094,484988384.0,0.0575,61.351,
NT1.JO,Net 1 UEPS Tech Inc,Technology,453119803392.0,-6.284,,-0.08396,1744.186,0.0,3481.4128,-90876128.0,,21.677,3.85
NTC.JO,Netcare Limited,Healthcare,2095078965248.0,0.543,2885.8196,0.07455,210.93015,0.0,98.824486,1115000064.0,0.021300001,102.776,1.11
NTCP.JO,Netcare Limited Pref,Healthcare,24723521536.0,0.543,15745.856,0.07455,1150.8951,,1.1662039,1115000064.0,0.0679,102.776,
NUT.JO,Nutritional Holdings Ltd,Consumer Defensive,546134976.0,0.027,37.037037,1.02234,28.571428,0.0,12.290648,-18355124.0,,106.724,
NVE.JO,NVest Financial Hldgs Ltd,Financial Services,45253513216.0,0.22,836.36365,0.147,115.43288,0.5229,157.42406,58471636.0,0.0639,24.995,
NVS.JO,Novus Holdings Limited,Industrials,76636561408.0,-0.076,,-0.00964,32.21044,,27.003141,-90976128.0,0.21280001,3.093,
NWL.JO,Nu-World Hldgs Ltd,Technology,67767209984.0,6.552,480.76923,0.10583,50.016674,0.2982,28.73669,348377984.0,0.078099996,5.425,
NY1.JO,Ninety One Limited,Financial Services,5023860260864.0,4.283,1278.3096,0.7268,17325.95,0.626,7655.9893,1846412544.0,0.0687,38.703,
OAO.JO,Oando plc,Energy,261059395584.0,,,0.11078,,0.0,,,,76.066,
OAS.JO,Oasis Crescent Prop Fund,Real Estate,134684975104.0,2.527,801.34546,0.11139,86.14822,0.35169998,1253.9917,27888000.0,0.040900003,0.104,
OCE.JO,Oceana Group Ltd,Consumer Defensive,633002262528.0,6.332,856.2856,0.15463,128.15846,0.6206,76.72939,1687371008.0,0.071,76.225,
OCT.JO,Octodec Invest Ltd,Real Estate,231592263680.0,-0.657,,-0.028180001,38.70968,,124.00296,289324512.0,0.061,79.859,1.35
OLG.JO,Onelogix Group Ltd,Industrials,64041402368.0,0.125,2288.0,0.04393,69.11552,0.0,26.002647,231151120.0,,101.38,
OMN.JO,Omnia Holdings Ltd,Industrials,976558096384.0,9.738,613.78107,0.09651,104.736534,0.36830002,48.551163,3085499904.0,0.031400003,6.94,
OMU.JO,Old Mutual Limited,Financial Services,6630272401408.0,0.794,1773.2997,0.057010002,97.29132,0.44189999,29.69714,-1908625024.0,0.0452,24.154,
ORN.JO,Orion Minerals Limited,Basic Materials,147317915648.0,-0.006,,-0.03625,1545.4546,0.0,3202563.5,-7769375.0,,4.389,
PAN.JO,Pan African Resource plc,Basic Materials,721195433984.0,0.616,607.1429,0.31971002,2544.2178,0.2373,1954.9111,59396064.0,0.048,26.058,0.91
PBG.JO,PBT Group Limited,Technology,82130468864.0,0.607,1614.4976,,257.4882,0.6173,94.581406,,0.0588,,
PEM.JO,Pembury Lifestyle Grp Lt,Consumer Defensive,4062850048.0,-0.139,,-0.25469,33.333332,0.0,27.967184,78155800.0,,25.771,
PFB.JO,Premier Fishing Brands Ltd,Consumer Defensive,19499999232.0,-0.021,,0.00223,26.671408,,37.699955,-1183000.0,0.0714,5.645,
PIK.JO,Pick n Pay Stores Ltd,Consumer Cyclical,2591178358784.0,2.289,2359.5457,0.35539,886.8637,1.5381,26.643112,2194512384.0,0.0735,791.125,
PMV.JO,Primeserv Group Ltd,Industrials,10205147136.0,0.271,442.80444,0.12630999,52.863438,0.14770001,13.129441,22850000.0,0.0374,2.678,
PPC.JO,PPC Limited,Basic Materials,813126582272.0,0.545,990.8257,0.21708,103.84616,0.0,82.997505,1057124992.0,,30.805,
PPE.JO,Purple Group Ltd,Financial Services,385309081600.0,0.043,7767.4414,0.1878,991.0979,0.0,1956.5688,,,11.141,
PPH.JO,Pepkor Holdings Ltd,Consumer Cyclical,8665767608320.0,1.308,1792.049,0.0874,148.93887,0.0,112.06362,5225375232.0,0.02,43.789,0.35
PPR.JO,Putprop Ltd,Real Estate,15903450112.0,0.526,712.92773,0.0374,26.633522,0.19,211.8511,5428250.0,0.0375,81.448,
PRX.JO,Prosus N.V.,Communication Services,263459736387584.0,200.109,653.87366,0.44414002,3777.7456,0.0101,43851.49,1977250048.0,0.0019,19.779,
PSG.JO,PSG Group Ltd,Industrials,1810053595136.0,36.625,236.01366,0.39334,78.53042,0.0448,219.05525,5337375232.0,,0.26,
PSV.JO,PSV Holdings Ltd,Industrials,3255311872.0,-0.074,,-0.06107,170.21277,0.0,16.132841,-22897596.0,,258.415,
QFH.JO,Quantum Foods Hldgs Ltd,Consumer Defensive,114577260544.0,0.53,1094.3397,0.05446,57.29527,0.1887,21.213627,-158453504.0,0.0294,5.451,
QLT.JO,Quilter Plc,Financial Services,5333621669888.0,0.812,3966.7488,0.03507,3100.0962,1.3296001,649.254,-1023000000.0,0.0353,17.91,
RACP.JO,RECM and Calibre Limited,Financial Services,56880001024.0,1.99,603.0151,0.119729996,84.40599,0.0,37437.85,-199692.0,,,
RAV.JO,Raven Property Group Ltd,Real Estate,538168328192.0,2.288,415.20978,0.21595,1855.4686,0.0,3692.534,20530576.0,,349.851,
RBP.JO,Royal Bafokeng Platinum Ltd,Basic Materials,4450662481920.0,26.863,577.78357,0.36532003,183.33983,0.21100001,242.44118,1909787520.0,0.0705,8.729,
RBX.JO,Raubex Group Ltd,Industrials,669122822144.0,2.509,1474.691,0.111719996,145.90482,0.21040002,61.41257,206809744.0,0.0239,21.878,
RCL.JO,RCL Foods Limited,Consumer Defensive,1285445779456.0,1.117,1208.5945,0.09707,111.76421,0.22379999,40.565887,-150579632.0,0.045500003,41.321,
RDF.JO,Redefine Properties Ltd,Real Estate,2357761409024.0,0.502,864.5419,0.07198,60.119133,0.0,328.97778,4710812672.0,0.1363,78.691,1.62
REA.JO,Rebosis Property Fund Ltd A,Real Estate,19549194240.0,-0.383,,-0.087390006,73.67668,0.0,11.729564,-4633930752.0,,298.502,
REB.JO,Rebosis Property Fund Ltd,Real Estate,18814814208.0,-0.383,,-0.087390006,6.4377685,0.0,11.288934,-4633930752.0,,298.502,
REM.JO,Remgro Ltd,Financial Services,6974017634304.0,6.255,2119.904,0.049310002,85.07744,0.1279,105.98328,3763000064.0,0.009,16.616,
REN.JO,Renergen Limited,Financial Services,461159301120.0,-0.345,,-0.16018,1594.2954,0.0,203692.27,-268515488.0,,181.145,
RES.JO,Resilient REIT Limited,,2183868448768.0,,,,,,,,,,
RFG.JO,RFG Holdings Limited,Consumer Defensive,353209942016.0,0.821,1644.3362,0.08071999,128.71854,0.3508,59.362785,59184624.0,0.0242,39.492,0.63
RHB.JO,RH Bophelo Limited,Healthcare,32345649152.0,1.927,259.47067,0.14523,34.916203,0.0785,183.32933,42812160.0,0.03,0.361,
RLO.JO,Reunert Ltd,Industrials,812167004160.0,4.81,1059.0437,0.11512,121.30882,0.5447,84.82162,278750016.0,0.081499994,15.408,
RMH.JO,RMB Holdings Ltd,Financial Services,231518797824.0,-0.068,,,61.2855,0.0,-4134.2656,,,,
RMI.JO,Rand Merchant Inv Hldgs Ltd,Financial Services,6975046287360.0,1.885,2419.6287,0.11356,256.06332,0.119399995,366.74097,938750016.0,0.0097,39.963,1.35
RNG.JO,Randgold & Expl Co Ltd,Basic Materials,8590199808.0,-0.159,,-0.10012999,79.9467,0.0,,-12835375.0,,,
RNI.JO,Reinet Investments S.C.A,Financial Services,5686483222528.0,26.994,1143.0688,0.059359998,1189.1476,0.1667,6447.26,550000000.0,0.014400001,0.042,
RSG.JO,Resource Generation Ltd,Energy,38952456192.0,-0.162,,-0.07811,385.0575,0.0,330105.56,-7025750.0,,101.405,
RTN.JO,Rex Trueform Group -N-,Consumer Cyclical,17907261440.0,1.106,906.87164,0.08889,78.267654,0.0,38.51347,126007504.0,,123.738,
RTO.JO,Rex Trueform Group Ltd,Consumer Cyclical,4939859968.0,1.106,1537.0706,0.08889,132.65704,0.0,10.624246,126007504.0,,123.738,
RTOP.JO,Rex Trueform Grp 6%Pref,Consumer Cyclical,395606400.0,1.106,104.88246,0.08889,9.051892,,0.8508378,126007504.0,0.1034,123.738,
S32.JO,South32 Limited,Basic Materials,21752373575680.0,-0.649,,0.01534,2436.4585,0.78470004,3899.6726,777374976.0,0.015,13.48,-3.65
SAC.JO,SA Corp Real Estate Ltd,,638704615424.0,,,,,,,,,,
SAP.JO,Sappi Ltd,Basic Materials,2518426058752.0,0.318,14103.774,0.00722,1278.5063,0.0,478.33353,50125000.0,,117.665,1.63
,,,,,,,,,,,,,
SAR.JO,Safari Investments RSA Ltd,Real Estate,129686478848.0,1.254,401.11646,0.15788999,60.17466,0.3344,331.5662,109921248.0,0.0926,63.163,
SBK.JO,Standard Bank Group Ltd,Financial Services,23049004908544.0,12.537,1157.2147,0.10732,120.24965,0.1916,195.66219,,0.041300002,,287.89
SBKP.JO,"Std Bank Group 6,5%Pref",,,,,,,,,,,,
SBP.JO,Sabvest Capital Limited,Financial Services,238565605376.0,18.966,318.04282,0.25559,73.20122,0.013200001,239.08562,634570496.0,0.0068,7.772,
SBPP.JO,Standard Bank Group Pref,,140352815104.0,,541.39105,,,,,,,,
SCD.JO,Schroder Eur REIT plc,Real Estate,304247111680.0,0.838,2714.797,0.03108,1524.799,0.5075,30657.709,-27906000.0,,35.297,
SDO.JO,Stadio Holdings Limited,Consumer Defensive,292456497152.0,0.038,9078.947,0.01564,182.73305,0.0,288.3177,95840752.0,,14.769,
SEA.JO,Spear REIT Limited,,173320093696.0,0.584,1455.4795,0.05116,71.01086,1.0021,307.79904,53537124.0,0.0752,87.637,
SEB.JO,Sebata Holdings Ltd,Technology,27341500416.0,-2.053,,-0.1999,27.382256,0.0,1111.398,-322892512.0,,4.006,
SEP.JO,Sephaku Holdings Ltd,Basic Materials,48606826496.0,0.078,2448.718,0.01793,43.330307,0.0,76.63639,46199636.0,,12.367,
SFN.JO,Sasfin Holdings Ltd,Financial Services,89087254528.0,2.412,1200.2488,0.04664,57.00053,0.0,80.84128,,0.038599998,,
SHFF.JO,Steinhoff Inv Hldgs Pref,Consumer Cyclical,,,,,,,,,0.0692,,
SHG.JO,Sea Harvest Group Ltd,Consumer Defensive,397465092096.0,1.656,857.4879,0.1664,138.69896,0.2717,88.72747,259125.0,0.031,54.594,
SHP.JO,Shoprite Holdings Ltd,Consumer Cyclical,11342945714176.0,8.74,2375.515,0.22894,539.98804,0.4928,67.50548,6001124864.0,0.026199998,161.394,1.58
SLM.JO,Sanlam Limited,Financial Services,12775550091264.0,4.811,1288.0898,0.15545,212.82368,0.6177,71.68013,4230125056.0,0.0493,21.09,
SNH.JO,Steinhoff Int Hldgs N.V.,Consumer Cyclical,2231343251456.0,-4.939,,,,0.0,277.04782,122750000.0,,,
SNT.JO,Santam Limited,Financial Services,2995768524800.0,13.238,2051.3672,0.15564,301.23462,0.0,100.40448,-3828750080.0,0.015800001,40.126,
SNV.JO,Santova Logistics Ltd,Industrials,79483396096.0,0.716,803.07263,0.16107,121.12913,0.0,151.75537,117026872.0,,32.304,
SOH.JO,South Ocean Holdings Ltd,Industrials,31507933184.0,0.373,415.5496,0.14456001,59.684254,0.0855,14.402231,9910750.0,0.0233,27.671,
SOL.JO,Sasol Limited,Energy,19473306222592.0,14.39,2151.216,0.0683,133.0817,0.0,96.44548,85813624832.0,,77.8,1.2
SOLBE1.JO,BEE - Sasol Limited,Energy,178952994816.0,14.39,1042.3905,0.0683,64.4859,0.0,0.8863008,85813624832.0,,77.8,
SPA.JO,Spanjaard Limited,Basic Materials,3110568704.0,0.572,667.83215,0.09151,58.490276,0.0,21.580938,7270500.0,,43.903,
SPG.JO,Super Group Ltd,Industrials,1292175933440.0,2.839,1261.0074,0.09474,110.48701,0.0,32.698772,-176631632.0,0.0135,80.853,0.94
SPP.JO,The Spar Group Ltd,Consumer Defensive,3307290755072.0,11.738,1463.7076,0.2715,403.33826,0.8051,25.850225,-963225024.0,0.0638,289.994,1.03
SRE.JO,Sirius Real Estate Ltd,Real Estate,3266329706496.0,2.676,1043.7219,0.17362,3016.1987,0.2547,18169.594,-25051000.0,0.0235,71.834,
SSK.JO,Stefanutti Stck Hldgs Ltd,Industrials,8194955776.0,-1.373,,-0.53459,49.796745,0.0,1.4340303,144447744.0,,1779.873,
SSS.JO,Stor-Age Prop REIT Ltd,Real Estate,648455716864.0,2.228,672.3519,0.17708999,112.39496,0.4764,767.03467,353767264.0,0.078,42.045,
SSW.JO,Sibanye Stillwater Ltd,Basic Materials,15596073779200.0,15.468,358.28806,0.71443003,198.71634,0.2386,96.07848,21833363456.0,0.1248,20.968,
SUI.JO,Sun International Ltd,Consumer Cyclical,640006619136.0,-3.301,,-0.05776,381.44788,0.0,84.18925,5456374784.0,,595.326,
SUR.JO,Spur Corporation Ltd,Consumer Cyclical,197755797504.0,1.105,2126.6968,0.17041,317.31027,0.0,290.2045,86097128.0,0.0325,6.518,
SVB.JO,Silverbridge Holdings,Technology,3747662848.0,0.12,1241.6667,0.06601,74.6493,0.0,38.844337,-3194625.0,0.0417,2.02,
,,,,,,,,,,,,,
SYG.JO,Sygnia Limited,Financial Services,272332046336.0,1.537,1184.125,0.32454,378.85095,0.7526,387.13336,383172640.0,0.071100004,30.177,
SZK.JO,SAB Zenzele Kabili,Financial Services,274888458240.0,-4.96,,,123.18063,,,,,133.224,
TBS.JO,Tiger Brands Ltd,Consumer Defensive,3284524072960.0,11.3,1619.3805,0.11444,195.03123,0.8096,106.11018,2231537408.0,0.075100005,3.613,1.01
TCP.JO,Transaction Capital Ltd,Financial Services,3283577470976.0,3.349,1383.9952,0.27606001,337.01736,0.056399997,676.6077,,0.0139,153.082,1.57
,,,,,,,,,,,,,
TDH.JO,Tradehold Ltd,Real Estate,266001481728.0,-2.174,,-0.09567001,1166.1129,,3456.5398,26192250.0,0.056900002,169.487,
,,,,,,,,,,,,,
TEX.JO,Texton Property Fund Ltd,,130482118656.0,,653.4483,,,,,,,,
TFG.JO,The Foschini Group Limited,Consumer Cyclical,4287920078848.0,-3.713,,-0.06499,236.9415,0.0,108.71347,5038312448.0,0.0137,81.342,
TFGP.JO,"Foschini Ltd 6,5%Pref",Consumer Cyclical,4277007024128.0,-3.713,,-0.06499,2.244709,,108.43678,5038312448.0,0.103199996,81.342,
TGA.JO,Thungela Resources Ltd,Energy,1211268464640.0,,,,115.063385,0.0,,,,1.853,
TGO.JO,Tsogo Sun Hotels LTD,Consumer Cyclical,492144033792.0,-0.618,,-0.115380004,67.88991,0.0,296.11554,47750000.0,,68.746,
THA.JO,Tharisa plc,Basic Materials,759704453120.0,5.928,472.3347,0.34073,1709.4017,0.1982,1273.9344,36935124.0,0.0388,8.166,0.83
TKG.JO,Telkom SA SOC Ltd,Communication Services,2467855073280.0,5.365,930.84814,0.08758,74.662125,0.0,56.777985,10250000.0,,50.517,
TLM.JO,Telemaster Holdings Ltd,Communication Services,8300865024.0,-0.078,,-0.11805,222.55193,,109.20355,8333139.0,0.016,50.584,
TMT.JO,Trematon Capital Inv Ltd,Real Estate,71134306304.0,-0.079,,-0.0086900005,85.101074,,176.71361,55805788.0,0.0857,123.239,
TON.JO,Tongaat Hulett Ltd,Consumer Defensive,71474774016.0,17.939,29.488825,,,0.0,4.791177,1684375040.0,,,
TPC.JO,Transpaco Ltd,Consumer Cyclical,55719124992.0,3.374,518.6722,0.156,75.8824,0.35860002,26.802332,24014124.0,0.0875,33.151,
TPF.JO,Transcend Res Prop Fd Ld,Real Estate,81809375232.0,1.354,461.59528,0.1421,65.07028,0.42610002,262.99344,136672128.0,0.098400004,99.857,
TRE.JO,Trencor Ltd,Industrials,78075002880.0,-0.43,,-0.05431,70.27956,0.0,,-57625000.0,,0.09,
TRL.JO,Trellidor Hldgs Ltd,Industrials,30943184896.0,0.407,798.5258,0.23702,175.67567,0.4423,59.69135,68770568.0,0.0651,15.354,
TRU.JO,Truworths Int Ltd,Consumer Cyclical,2247161020416.0,4.769,1209.4779,0.32068002,369.2938,0.5515,137.02202,2924750080.0,0.0657,63.948,2.59
TSG.JO,Tsogo Sun Gaming Ltd,Consumer Cyclical,1164309299200.0,0.02,55650.0,0.01582,791.60736,0.0,204.76772,618000000.0,,750.253,
TTO.JO,Trustco Group Hldgs Ltd,Financial Services,235536007168.0,,,,,0.0,,,,58.081,
TWR.JO,Tower Property Fund Ltd,Real Estate,126466498560.0,-1.24,,-0.15225,59.894585,,391.58563,203436992.0,0.0598,78.767,
TXT.JO,Textainer Group Hldgs Ltd,Industrials,3044494016512.0,76.602,806.95026,0.16874,2126.2383,0.0,3771.411,-1864219776.0,0.0272,298.964,0.57
UAT.JO,,,,,,,,,,,,,
UPL.JO,Universal Partners Ltd,Financial Services,131015163904.0,7.849,229.32858,0.28952998,1242.2361,0.0,165760.98,-2980370.0,0.2362,,
VIS.JO,Visual International Hldgs Ltd,Real Estate,2407596032.0,-0.024,,,,0.0,103896.6,-2297610.0,,,
VKE.JO,Vukile Property Fund Ltd,Real Estate,1166596898816.0,1.708,714.28577,0.08555,67.57131,0.8742,342.5123,-1821750016.0,0.11359999,85.911,
VOD.JO,Vodacom Group Ltd,Communication Services,22895409496064.0,9.262,1458.8641,0.18326999,280.0995,0.89089996,228.23744,9317499904.0,0.0622,55.323,
VUN.JO,Vunani Ltd,Financial Services,48118964224.0,0.149,2006.7113,0.04761,157.95035,0.47529998,77.194016,133970128.0,0.0638,24.836,
VVO.JO,Vivo Energy plc,Energy,3514491731968.0,1.748,1586.9565,0.19113001,4403.175,0.58529997,466.60803,252250000.0,0.0278,94.201,
WBO.JO,Wilson Bayly Hlm-Ovc Ltd,Industrials,608306528256.0,5.94,1925.0841,0.06093,110.02598,0.0,15.869661,-1615291648.0,0.0183,9.915,0.69
WEA.JO,,,,,,,,,,,,,
WEZ.JO,Wesizwe Platinum Ltd,Basic Materials,260452810752.0,0.801,199.7503,0.47472998,74.90637,0.0,,-2502095616.0,,309.31,
WHL.JO,Woolworths Holdings Ltd,Consumer Cyclical,5231002255360.0,4.287,1261.0216,0.51701,545.4545,0.0,66.41446,7855374848.0,0.0252,353.283,3.32
WKF.JO,Workforce Holdings Ltd,Industrials,29764943872.0,0.335,394.02985,0.10646,39.274025,0.0,9.449293,-143615920.0,,46.005,
WSL.JO,Wescoal Holdings Ltd,Energy,79784230912.0,0.084,2261.9048,0.03758,83.8112,0.0,17.810034,91622496.0,,117.202,
YRK.JO,York Timber Holdings Ltd,Basic Materials,120000610304.0,0.44,897.7273,0.04729,41.46982,0.0,64.84171,336645504.0,,18.408,
YYLBEE.JO,YeboYethu (RF) Ltd,Communication Services,264500002816.0,24.0,208.33333,0.41524,72.6343,0.0481,281.83273,277319136.0,0.044299997,257.738,
ZED.JO,Zeder Inv Ltd,Financial Services,493697990656.0,0.8,401.25,0.21370001,72.134834,0.0,896.0036,-336000000.0,,,
