Ticker,Name,Sector,Market_cap,EPS,PE_ratio,ROE,PB_ratio,Div_payout,PS_ratio,FCF,Debt_to_equity
MLI.JO,Industrials REIT Limited,Real Estate,12154854440.96,5.045,828.5431,0.18832001,2623.9797,0.2365,24098.605,521112.48,32.23
MMP.JO,Marshall Monteagle plc,Industrials,860580003.84,0.784,3061.2246,0.04344,982.801,0.18110001,647.3203,4672.5,21.268
MNP.JO,Mondi plc,Basic Materials,187603500400.64,21.5,1797.0698,0.13258,4417.6763,0.758,2743.5435,3913750.08,49.525
MPT.JO,Mpact Limited,Consumer Cyclical,5146065633.28,3.037,1157.3922,0.14389,144.081,0.1408,43.165173,6874375.04,52.653
MRF.JO,Merafe Resources Ltd,Basic Materials,3263910051.84,0.213,610.3286,0.20688,114.1352,0.0,52.74476,7515871.36,0.6
MRP.JO,Mr Price Group Ltd,Consumer Cyclical,52855261102.08,11.493,1793.3524,0.2888,483.83765,0.5818,204.57198,20985625.6,59.061
MSM.JO,Massmart Holdings Ltd,Consumer Cyclical,13915327037.44,-7.7,3200.934360714286,-0.59835,792.06683,0.0,15.69861,296375.0,1100.758
MSP.JO,MAS P.L.C,Real Estate,15069127639.04,1.821,1174.6294,0.07903,1733.3875,0.0,33218.984,2471711.2,46.9
MST.JO,Mustek Ltd,Technology,855219978.24,4.245,330.2709,0.23864001,68.5206,0.0612,10.642994,3145778.88,88.775
MTA.JO,Metair Investments Ltd,Consumer Cyclical,5297789992.96,3.723,738.383,0.18115999,135.89401,0.2016,43.110596,6092873.6,56.87
MTH.JO,Motus Holdings Ltd,Consumer Cyclical,20528737812.48,11.1,983.4234,0.17402,171.12668,0.1441,23.54078,82578749.44,99.301
MTM.JO,Momentum Met Hldgs Ltd,Financial Services,28534948495.36,0.313,6408.946,0.02422,138.28761,0.79870003,26.571327,-196720005.12,51.617
MTN.JO,MTN Group Ltd,Communication Services,294134858383.36,4.135,3954.0505,0.099589996,275.54477,0.0,161.57527,344692490.24,127.584
MTNZF.JO,MTN Zakhele Futhi,Financial Services,3829629583.36,-0.286,2640.3947586956524,-0.056789998,113.355736,0.0,inf,-393055.0,28.906
MUR.JO,Murray & Roberts Hldgs,Industrials,5507150643.2,-0.45,1211.8949705263158,0.0166,111.014534,0.0,25.167837,11878000.64,60.433
N91.JO,Ninety One Plc,Financial Services,34597883084.8,4.283,1297.4551,0.7268,17585.441,0.626,5272.46,18464125.44,38.703
NCS.JO,Nictus Ltd,Consumer Cyclical,48099148.8,0.109,825.6881,0.057210002,46.923878,0.4591,95.32512,-173107.5,9.116
NED.JO,Nedbank Group Ltd,Financial Services,88570939310.08,15.076,1210.3342,0.082159996,93.86462,0.0,193.23022,-2810093.5235294118,53.87720588235294
NFP.JO,New Frontier Prop Ltd,Real Estate,32352650.24,-0.164,1411.27358334375,0.02961041621875,597.8926208265307,0.0,287.01782,-18627.5,93.16957142857143
NPH.JO,Northam Platinum Hldgs Ltd,Basic Materials,74576654499.84,25.235,815.8906,0.65465,378.82944,0.0,228.57402,67077678.08,49.925
NPK.JO,Nampak Ltd,Consumer Cyclical,2453827256.32,0.321,1183.8005,0.088640004,50.815723,0.0,17.579575,2336124.96,169.003
NPKP.JO,Nampak Ltd 6%Pref,Consumer Cyclical,48013419476.26667,0.321,373.83176,0.088640004,16.047071,0.18659189243243243,298.6737692871795,2336124.96,169.003
NPN.JO,Naspers Ltd -N-,Communication Services,542266422722.56,561.077,450.67786,0.44219002,4213.3633,0.010299999,7733.4062,18141250.56,20.017
NRL.JO,Newpark REIT Ltd,Real Estate,379000012.8,0.464,816.81036,0.053239997,43.289547,0.8586,354.1328,207683.76,54.571
NRP.JO,NEPI Rockcastle Plc,Real Estate,65040668426.24,4.463,2393.0093,0.041020002,1755.1356,0.71129996,12768.094,4849883.84,61.351
NT1.JO,Net 1 UEPS Tech Inc,Technology,4531198033.92,-6.284,1670.7868476875,-0.08396,1744.186,0.0,3481.4128,-908761.28,21.677
NTC.JO,Netcare Limited,Healthcare,20950789652.48,0.543,2885.8196,0.07455,210.93015,0.0,98.824486,11150000.64,102.776
NTCP.JO,Netcare Limited Pref,Healthcare,247235215.36,0.543,15745.856,0.07455,1150.8951,0.16884999999999997,1.1662039,11150000.64,102.776
NUT.JO,Nutritional Holdings Ltd,Consumer Defensive,5461349.76,0.027,37.037037,1.02234,28.571428,0.0,12.290648,-183551.24,106.724
NVE.JO,NVest Financial Hldgs Ltd,Financial Services,452535132.16,0.22,836.36365,0.147,115.43288,0.5229,157.42406,584716.36,24.995
NVS.JO,Novus Holdings Limited,Industrials,766365614.08,-0.076,1211.8949705263158,-0.00964,32.21044,0.12270000069767442,27.003141,-909761.28,3.093
NWL.JO,Nu-World Hldgs Ltd,Technology,677672099.84,6.552,480.76923,0.10583,50.016674,0.2982,28.73669,3483779.84,5.425
NY1.JO,Ninety One Limited,Financial Services,50238602608.64,4.283,1278.3096,0.7268,17325.95,0.626,7655.9893,18464125.44,38.703
OAO.JO,Oando plc,Energy,2610593955.84,7.335800000000001,1486.8909039999999,0.11078,649.9619150999999,0.0,36879.912515044445,175374047.28599998,76.066
OAS.JO,Oasis Crescent Prop Fund,Real Estate,1346849751.04,2.527,801.34546,0.11139,86.14822,0.35169998,1253.9917,278880.0,0.104
OCE.JO,Oceana Group Ltd,Consumer Defensive,6330022625.28,6.332,856.2856,0.15463,128.15846,0.6206,76.72939,16873710.08,76.225
OCT.JO,Octodec Invest Ltd,Real Estate,2315922636.8,-0.657,1411.27358334375,-0.028180001,38.70968,0.39719999435897435,124.00296,2893245.12,79.859
OLG.JO,Onelogix Group Ltd,Industrials,640414023.68,0.125,2288.0,0.04393,69.11552,0.0,26.002647,2311511.2,101.38
OMN.JO,Omnia Holdings Ltd,Industrials,9765580963.84,9.738,613.78107,0.09651,104.736534,0.36830002,48.551163,30854999.04,6.94
OMU.JO,Old Mutual Limited,Financial Services,66302724014.08,0.794,1773.2997,0.057010002,97.29132,0.44189999,29.69714,-19086250.24,24.154
ORN.JO,Orion Minerals Limited,Basic Materials,1473179156.48,-0.006,1487.5311742424242,-0.03625,1545.4546,0.0,3202563.5,-77693.75,4.389
PAN.JO,Pan African Resource plc,Basic Materials,7211954339.84,0.616,607.1429,0.31971002,2544.2178,0.2373,1954.9111,593960.64,26.058
PBG.JO,PBT Group Limited,Technology,821304688.64,0.607,1614.4976,0.0011795237619047633,257.4882,0.6173,94.581406,-72521.55476190476,97.66752380952381
PEM.JO,Pembury Lifestyle Grp Lt,Consumer Defensive,40628500.48,-0.139,6503.456660916666,-0.25469,33.333332,0.0,27.967184,781558.0,25.771
PFB.JO,Premier Fishing Brands Ltd,Consumer Defensive,194999992.32,-0.021,6503.456660916666,0.00223,26.671408,0.8028500015384616,37.699955,-11830.0,5.645
PIK.JO,Pick n Pay Stores Ltd,Consumer Cyclical,25911783587.84,2.289,2359.5457,0.35539,886.8637,1.5381,26.643112,21945123.84,791.125
PMV.JO,Primeserv Group Ltd,Industrials,102051471.36,0.271,442.80444,0.12630999,52.863438,0.14770001,13.129441,228500.0,2.678
PPC.JO,PPC Limited,Basic Materials,8131265822.72,0.545,990.8257,0.21708,103.84616,0.0,82.997505,10571249.92,30.805
PPE.JO,Purple Group Ltd,Financial Services,3853090816.0,0.043,7767.4414,0.1878,991.0979,0.0,1956.5688,-2810093.5235294118,11.141
PPH.JO,Pepkor Holdings Ltd,Consumer Cyclical,86657676083.2,1.308,1792.049,0.0874,148.93887,0.0,112.06362,52253752.32,43.789
PPR.JO,Putprop Ltd,Real Estate,159034501.12,0.526,712.92773,0.0374,26.633522,0.19,211.8511,54282.5,81.448
PRX.JO,Prosus N.V.,Communication Services,2634597363875.84,200.109,653.87366,0.44414002,3777.7456,0.0101,43851.49,19772500.48,19.779
PSG.JO,PSG Group Ltd,Industrials,18100535951.36,36.625,236.01366,0.39334,78.53042,0.0448,219.05525,53373752.32,0.26
PSV.JO,PSV Holdings Ltd,Industrials,32553118.72,-0.074,1211.8949705263158,-0.06107,170.21277,0.0,16.132841,-228975.96,258.415
QFH.JO,Quantum Foods Hldgs Ltd,Consumer Defensive,1145772605.44,0.53,1094.3397,0.05446,57.29527,0.1887,21.213627,-1584535.04,5.451
QLT.JO,Quilter Plc,Financial Services,53336216698.88,0.812,3966.7488,0.03507,3100.0962,1.3296001,649.254,-10230000.0,17.91
RACP.JO,RECM and Calibre Limited,Financial Services,568800010.24,1.99,603.0151,0.119729996,84.40599,0.0,37437.85,-1996.92,53.87720588235294
RAV.JO,Raven Property Group Ltd,Real Estate,5381683281.92,2.288,415.20978,0.21595,1855.4686,0.0,3692.534,205305.76,349.851
RBP.JO,Royal Bafokeng Platinum Ltd,Basic Materials,44506624819.2,26.863,577.78357,0.36532003,183.33983,0.21100001,242.44118,19097875.2,8.729
RBX.JO,Raubex Group Ltd,Industrials,6691228221.44,2.509,1474.691,0.111719996,145.90482,0.21040002,61.41257,2068097.44,21.878
RCL.JO,RCL Foods Limited,Consumer Defensive,12854457794.56,1.117,1208.5945,0.09707,111.76421,0.22379999,40.565887,-1505796.32,41.321
RDF.JO,Redefine Properties Ltd,Real Estate,23577614090.24,0.502,864.5419,0.07198,60.119133,0.0,328.97778,47108126.72,78.691
REA.JO,Rebosis Property Fund Ltd A,Real Estate,195491942.4,-0.383,1411.27358334375,-0.087390006,73.67668,0.0,11.729564,-46339307.52,298.502
REB.JO,Rebosis Property Fund Ltd,Real Estate,188148142.08,-0.383,1411.27358334375,-0.087390006,6.4377685,0.0,11.288934,-46339307.52,298.502
REM.JO,Remgro Ltd,Financial Services,69740176343.04,6.255,2119.904,0.049310002,85.07744,0.1279,105.98328,37630000.64,16.616
REN.JO,Renergen Limited,Financial Services,4611593011.2,-0.345,2640.3947586956524,-0.16018,1594.2954,0.0,203692.27,-2685154.88,181.145
RFG.JO,RFG Holdings Limited,Consumer Defensive,3532099420.16,0.821,1644.3362,0.08071999,128.71854,0.3508,59.362785,591846.24,39.492
RHB.JO,RH Bophelo Limited,Healthcare,323456491.52,1.927,259.47067,0.14523,34.916203,0.0785,183.32933,428121.6,0.361
RLO.JO,Reunert Ltd,Industrials,8121670041.6,4.81,1059.0437,0.11512,121.30882,0.5447,84.82162,2787500.16,15.408
RMH.JO,RMB Holdings Ltd,Financial Services,2315187978.24,-0.068,2640.3947586956524,0.1283900003469388,61.2855,0.0,-4134.2656,-2810093.5235294118,53.87720588235294
RMI.JO,Rand Merchant Inv Hldgs Ltd,Financial Services,69750462873.6,1.885,2419.6287,0.11356,256.06332,0.119399995,366.74097,9387500.16,39.963
RNG.JO,Randgold & Expl Co Ltd,Basic Materials,85901998.08,-0.159,1487.5311742424242,-0.10012999,79.9467,0.0,-23085.99293979436,-128353.75,38.22526315789474
RNI.JO,Reinet Investments S.C.A,Financial Services,56864832225.28,26.994,1143.0688,0.059359998,1189.1476,0.1667,6447.26,5500000.0,0.042
RSG.JO,Resource Generation Ltd,Energy,389524561.92,-0.162,1486.8909039999999,-0.07811,385.0575,0.0,330105.56,-70257.5,101.405
RTN.JO,Rex Trueform Group -N-,Consumer Cyclical,179072614.4,1.106,906.87164,0.08889,78.267654,0.0,38.51347,1260075.04,123.738
RTO.JO,Rex Trueform Group Ltd,Consumer Cyclical,49398599.68,1.106,1537.0706,0.08889,132.65704,0.0,10.624246,1260075.04,123.738
RTOP.JO,Rex Trueform Grp 6%Pref,Consumer Cyclical,3956064.0,1.106,104.88246,0.08889,9.051892,0.18659189243243243,0.8508378,1260075.04,123.738
S32.JO,South32 Limited,Basic Materials,217523735756.8,-0.649,1487.5311742424242,0.01534,2436.4585,0.78470004,3899.6726,7773749.76,13.48
SAP.JO,Sappi Ltd,Basic Materials,25184260587.52,0.318,14103.774,0.00722,1278.5063,0.0,478.33353,501250.0,117.665
SAR.JO,Safari Investments RSA Ltd,Real Estate,1296864788.48,1.254,401.11646,0.15788999,60.17466,0.3344,331.5662,1099212.48,63.163
SBK.JO,Standard Bank Group Ltd,Financial Services,230490049085.44,12.537,1157.2147,0.10732,120.24965,0.1916,195.66219,-2810093.5235294118,53.87720588235294
SBP.JO,Sabvest Capital Limited,Financial Services,2385656053.76,18.966,318.04282,0.25559,73.20122,0.013200001,239.08562,6345704.96,7.772
SCD.JO,Schroder Eur REIT plc,Real Estate,3042471116.8,0.838,2714.797,0.03108,1524.799,0.5075,30657.709,-279060.0,35.297
SDO.JO,Stadio Holdings Limited,Consumer Defensive,2924564971.52,0.038,9078.947,0.01564,182.73305,0.0,288.3177,958407.52,14.769
SEB.JO,Sebata Holdings Ltd,Technology,273415004.16,-2.053,1670.7868476875,-0.1999,27.382256,0.0,1111.398,-3228925.12,4.006
SEP.JO,Sephaku Holdings Ltd,Basic Materials,486068264.96,0.078,2448.718,0.01793,43.330307,0.0,76.63639,461996.36,12.367
SFN.JO,Sasfin Holdings Ltd,Financial Services,890872545.28,2.412,1200.2488,0.04664,57.00053,0.0,80.84128,-2810093.5235294118,53.87720588235294
SHFF.JO,Steinhoff Inv Hldgs Pref,Consumer Cyclical,48013419476.26667,1.970225,3200.934360714286,0.1490548722051282,450.6523690512821,0.18659189243243243,298.6737692871795,14661692.026500002,169.55815384615386
SHG.JO,Sea Harvest Group Ltd,Consumer Defensive,3974650920.96,1.656,857.4879,0.1664,138.69896,0.2717,88.72747,2591.25,54.594
SHP.JO,Shoprite Holdings Ltd,Consumer Cyclical,113429457141.76,8.74,2375.515,0.22894,539.98804,0.4928,67.50548,60011248.64,161.394
SLM.JO,Sanlam Limited,Financial Services,127755500912.64,4.811,1288.0898,0.15545,212.82368,0.6177,71.68013,42301250.56,21.09
SNH.JO,Steinhoff Int Hldgs N.V.,Consumer Cyclical,22313432514.56,-4.939,3200.934360714286,0.1490548722051282,450.6523690512821,0.0,277.04782,1227500.0,169.55815384615386
SNT.JO,Santam Limited,Financial Services,29957685248.0,13.238,2051.3672,0.15564,301.23462,0.0,100.40448,-38287500.8,40.126
SNV.JO,Santova Logistics Ltd,Industrials,794833960.96,0.716,803.07263,0.16107,121.12913,0.0,151.75537,1170268.72,32.304
SOH.JO,South Ocean Holdings Ltd,Industrials,315079331.84,0.373,415.5496,0.14456001,59.684254,0.0855,14.402231,99107.5,27.671
SOL.JO,Sasol Limited,Energy,194733062225.92,14.39,2151.216,0.0683,133.0817,0.0,96.44548,858136248.32,77.8
SOLBE1.JO,BEE - Sasol Limited,Energy,1789529948.16,14.39,1042.3905,0.0683,64.4859,0.0,0.8863008,858136248.32,77.8
SPA.JO,Spanjaard Limited,Basic Materials,31105687.04,0.572,667.83215,0.09151,58.490276,0.0,21.580938,72705.0,43.903
SPG.JO,Super Group Ltd,Industrials,12921759334.4,2.839,1261.0074,0.09474,110.48701,0.0,32.698772,-1766316.32,80.853
SPP.JO,The Spar Group Ltd,Consumer Defensive,33072907550.72,11.738,1463.7076,0.2715,403.33826,0.8051,25.850225,-9632250.24,289.994
SRE.JO,Sirius Real Estate Ltd,Real Estate,32663297064.96,2.676,1043.7219,0.17362,3016.1987,0.2547,18169.594,-250510.0,71.834
SSK.JO,Stefanutti Stck Hldgs Ltd,Industrials,81949557.76,-1.373,1211.8949705263158,-0.53459,49.796745,0.0,1.4340303,1444477.44,1779.873
SSS.JO,Stor-Age Prop REIT Ltd,Real Estate,6484557168.64,2.228,672.3519,0.17708999,112.39496,0.4764,767.03467,3537672.64,42.045
SSW.JO,Sibanye Stillwater Ltd,Basic Materials,155960737792.0,15.468,358.28806,0.71443003,198.71634,0.2386,96.07848,218333634.56,20.968
SUI.JO,Sun International Ltd,Consumer Cyclical,6400066191.36,-3.301,3200.934360714286,-0.05776,381.44788,0.0,84.18925,54563747.84,595.326
SUR.JO,Spur Corporation Ltd,Consumer Cyclical,1977557975.04,1.105,2126.6968,0.17041,317.31027,0.0,290.2045,860971.28,6.518
SVB.JO,Silverbridge Holdings,Technology,37476628.48,0.12,1241.6667,0.06601,74.6493,0.0,38.844337,-31946.25,2.02
SYG.JO,Sygnia Limited,Financial Services,2723320463.36,1.537,1184.125,0.32454,378.85095,0.7526,387.13336,3831726.4,30.177
SZK.JO,SAB Zenzele Kabili,Financial Services,2748884582.4,-4.96,2640.3947586956524,0.1283900003469388,123.18063,0.29707872325531914,333.74948,-2810093.5235294118,133.224
TBS.JO,Tiger Brands Ltd,Consumer Defensive,32845240729.6,11.3,1619.3805,0.11444,195.03123,0.8096,106.11018,22315374.08,3.613
TCP.JO,Transaction Capital Ltd,Financial Services,32835774709.76,3.349,1383.9952,0.27606001,337.01736,0.056399997,676.6077,-2810093.5235294118,153.082
TDH.JO,Tradehold Ltd,Real Estate,2660014817.28,-2.174,1411.27358334375,-0.09567001,1166.1129,0.39719999435897435,3456.5398,261922.5,169.487
TFG.JO,The Foschini Group Limited,Consumer Cyclical,42879200788.48,-3.713,3200.934360714286,-0.06499,236.9415,0.0,108.71347,50383124.48,81.342
TFGP.JO,"Foschini Ltd 6,5%Pref",Consumer Cyclical,42770070241.28,-3.713,3200.934360714286,-0.06499,2.244709,0.18659189243243243,108.43678,50383124.48,81.342
TGA.JO,Thungela Resources Ltd,Energy,12112684646.4,7.335800000000001,1486.8909039999999,-0.202518021,115.063385,0.0,36879.912515044445,175374047.28599998,1.853
TGO.JO,Tsogo Sun Hotels LTD,Consumer Cyclical,4921440337.92,-0.618,3200.934360714286,-0.115380004,67.88991,0.0,296.11554,477500.0,68.746
THA.JO,Tharisa plc,Basic Materials,7597044531.2,5.928,472.3347,0.34073,1709.4017,0.1982,1273.9344,369351.24,8.166
TKG.JO,Telkom SA SOC Ltd,Communication Services,24678550732.8,5.365,930.84814,0.08758,74.662125,0.0,56.777985,102500.0,50.517
TLM.JO,Telemaster Holdings Ltd,Communication Services,83008650.24,-0.078,1916.247661846154,-0.11805,222.55193,0.3522785613571429,109.20355,83331.39,50.584
TMT.JO,Trematon Capital Inv Ltd,Real Estate,711343063.04,-0.079,1411.27358334375,-0.0086900005,85.101074,0.39719999435897435,176.71361,558057.88,123.239
TON.JO,Tongaat Hulett Ltd,Consumer Defensive,714747740.16,17.939,29.488825,0.137499599998,355.1564760384615,0.0,4.791177,16843750.4,59.40092307692308
TPC.JO,Transpaco Ltd,Consumer Cyclical,557191249.92,3.374,518.6722,0.156,75.8824,0.35860002,26.802332,240141.24,33.151
TPF.JO,Transcend Res Prop Fd Ld,Real Estate,818093752.32,1.354,461.59528,0.1421,65.07028,0.42610002,262.99344,1366721.28,99.857
TRE.JO,Trencor Ltd,Industrials,780750028.8,-0.43,1211.8949705263158,-0.05431,70.27956,0.0,194.60926985909092,-576250.0,0.09
TRL.JO,Trellidor Hldgs Ltd,Industrials,309431848.96,0.407,798.5258,0.23702,175.67567,0.4423,59.69135,687705.68,15.354
TRU.JO,Truworths Int Ltd,Consumer Cyclical,22471610204.16,4.769,1209.4779,0.32068002,369.2938,0.5515,137.02202,29247500.8,63.948
TSG.JO,Tsogo Sun Gaming Ltd,Consumer Cyclical,11643092992.0,0.02,55650.0,0.01582,791.60736,0.0,204.76772,6180000.0,750.253
TTO.JO,Trustco Group Hldgs Ltd,Financial Services,2355360071.68,7.828773584905661,2640.3947586956524,0.1283900003469388,1203.0324925,0.0,333.74948,-2810093.5235294118,58.081
TWR.JO,Tower Property Fund Ltd,Real Estate,1264664985.6,-1.24,1411.27358334375,-0.15225,59.894585,0.39719999435897435,391.58563,2034369.92,78.767
TXT.JO,Textainer Group Hldgs Ltd,Industrials,30444940165.12,76.602,806.95026,0.16874,2126.2383,0.0,3771.411,-18642197.76,298.964
UPL.JO,Universal Partners Ltd,Financial Services,1310151639.04,7.849,229.32858,0.28952998,1242.2361,0.0,165760.98,-29803.7,53.87720588235294
VIS.JO,Visual International Hldgs Ltd,Real Estate,24075960.32,-0.024,1411.27358334375,0.02961041621875,597.8926208265307,0.0,103896.6,-22976.1,93.16957142857143
VKE.JO,Vukile Property Fund Ltd,Real Estate,11665968988.16,1.708,714.28577,0.08555,67.57131,0.8742,342.5123,-18217500.16,85.911
VOD.JO,Vodacom Group Ltd,Communication Services,228954094960.64,9.262,1458.8641,0.18326999,280.0995,0.89089996,228.23744,93174999.04,55.323
VUN.JO,Vunani Ltd,Financial Services,481189642.24,0.149,2006.7113,0.04761,157.95035,0.47529998,77.194016,1339701.28,24.836
VVO.JO,Vivo Energy plc,Energy,35144917319.68,1.748,1586.9565,0.19113001,4403.175,0.58529997,466.60803,2522500.0,94.201
WBO.JO,Wilson Bayly Hlm-Ovc Ltd,Industrials,6083065282.56,5.94,1925.0841,0.06093,110.02598,0.0,15.869661,-16152916.48,9.915
WEZ.JO,Wesizwe Platinum Ltd,Basic Materials,2604528107.52,0.801,199.7503,0.47472998,74.90637,0.0,-23085.99293979436,-25020956.16,309.31
WHL.JO,Woolworths Holdings Ltd,Consumer Cyclical,52310022553.6,4.287,1261.0216,0.51701,545.4545,0.0,66.41446,78553748.48,353.283
WKF.JO,Workforce Holdings Ltd,Industrials,297649438.72,0.335,394.02985,0.10646,39.274025,0.0,9.449293,-1436159.2,46.005
WSL.JO,Wescoal Holdings Ltd,Energy,797842309.12,0.084,2261.9048,0.03758,83.8112,0.0,17.810034,916224.96,117.202
YRK.JO,York Timber Holdings Ltd,Basic Materials,1200006103.04,0.44,897.7273,0.04729,41.46982,0.0,64.84171,3366455.04,18.408
YYLBEE.JO,YeboYethu (RF) Ltd,Communication Services,2645000028.16,24.0,208.33333,0.41524,72.6343,0.0481,281.83273,2773191.36,257.738
ZED.JO,Zeder Inv Ltd,Financial Services,4936979906.56,0.8,401.25,0.21370001,72.134834,0.0,896.0036,-3360000.0,53.87720588235294
